svm_linear,0.6066666666666667,0.565
svm_polynomial,0.7266666666666667,0.735
svm_rbf,0.93,0.945
logistic,0.6066666666666667,0.565
knn,0.9266666666666666,0.915
decision_tree,0.9666666666666667,0.995
random_forest,0.9666666666666667,0.955
