0.001,100,0.1047471384034107,0.011738891329445477,0.00837684685241237
0.005,100,0.4337291242240367,0.044716720804648245,0.028783081742953756
0.01,100,0.6974876134561077,0.06720318589491174,0.03735974504089562
0.05,100,1.0936805815178747,0.10991960252898547,0.01686061050978687
0.1,100,1.1001650914025334,0.12171155976582702,0.005083913589988919
0.5,100,1.100194314102564,0.1255736573954718,0.0012218167100958566
1,100,1.100194314102564,0.12557368213809342,0.001221791967472658
5,100,4.0613695535263605e+71,-1.1300734715646614e+87,-1.130073471564661e+87
10,100,2.2619974197347343e+104,-8.180774019261721e+119,-8.180774019261717e+119
0.003,500,0.8552606090709178,0.07963259800212563,0.037704275203217216
